type,severity,recipe_id,ingredient,problem,field,allergen,quantity,unit,title_fr,count
allergen_not_declared,error,dessert_madeleines_4572e8,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_cannele_bordelais_c55eca,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_fondant_au_chocolat_a4c8aa,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_cheesecake_fruits_rouges_3460f6,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_tiramisu_classique_ea8ddb,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_gateau_au_yaourt_citron_f27832,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_ile_flottante_4623ef,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_tarte_citron_meringuee_7f6440,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,brkf_crepes_sucrees_e5d14e,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,brkf_pain_perdu_653f48,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,brkf_gaufres_belges_077910,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,brkf_tofu_brouille_aux_herbes_eb117c,,Ingrédient déclencheur présent mais allergène non déclaré: {'tofu'},,soja,,,,
allergen_not_declared,error,brkf_pancakes_ricotta_citron_847c9a,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,brkf_omelette_aux_herbes_du_ja_f21317,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,brkf_shakshuka_verte_ad7779,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,entry_gougeres_au_fromage_ebce95,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,entry_souffle_au_fromage_64984b,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,side_pommes_dauphine_73a2c7,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
unit_solid_in_ml,info,dip_baba_ghanoush_dbd030,lemon,,,,30,ml,,
unit_solid_in_ml,info,rice_bibimbap_classic_k91x2a,gochujang,,,,45,ml,,
unit_solid_in_ml,info,soup_borscht_classic_k39x2c,vegetable_broth,,,,1000,ml,,
unit_solid_in_ml,info,curry_chickpea_k5x2p9,sunflower_oil,,,,25,ml,,
unit_solid_in_ml,info,curry_split_pea_k2f9x1,sunflower_oil,,,,35,ml,,
unit_solid_in_ml,info,curry_baingan_bharta_d54d1c,sunflower_oil,,,,30,ml,,
unit_solid_in_ml,info,curry_japanese_classic_v3_m8q2z4,vegetable_broth,,,,850,ml,,
unit_solid_in_ml,info,curry_dry_aloo_gobi_9a6763,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,curry_green_thai_classic_v3_m9x2k7,lime,,,,30,ml,,
unit_solid_in_ml,info,dal_lentil_corail_classic_k1d1p1,sunflower_oil,,,,25,ml,,
unit_solid_in_ml,info,falafel_falafel_optimise_2f1451,sunflower_oil,,,,500,ml,,
qty_abnormally_high,error,salad_fattoush_classic_x82m5c,bread,,,,3000,g,,
unit_solid_in_ml,info,wok_pad_krapow_vegetarien_565aa9,peanut_oil,,,,25,ml,,
unit_solid_in_ml,info,wok_pad_krapow_tofu_v3_k9x2m7,peanut_oil,,,,25,ml,,
unit_solid_in_ml,info,noodle_pad_see_ew_41b095,peanut_oil,,,,30,ml,,
unit_solid_in_ml,info,noodle_pad_see_ew_classic_v3_n8x4p2,peanut_oil,,,,30,ml,,
unit_solid_in_ml,info,wok_thai_veg_eb92db,peanut_oil,,,,25,ml,,
unit_solid_in_ml,info,noodle_pad_thai_veg_v4_p7x2k9,peanut_oil,,,,25,ml,,
unit_solid_in_ml,info,curry_palak_paneer_b4ca11,ghee,,,,30,ml,,
unit_solid_in_ml,info,curry_paneer_butter_masala_9e638c,canola_oil,,,,20,ml,,
qty_abnormally_high,error,pasta_plain_k2d1p1,water,,,,4000,ml,,
qty_salt_excessive,error,pasta_plain_k2d1p1,salt,,,,40,g,,
unit_solid_in_ml,info,rice_risotto_aux_champignon_25ed38,vegetable_broth,,,,800,ml,,
unit_solid_in_ml,info,rice_fried_classic_v2_k4m8t1,sunflower_oil,,,,18,ml,,
unit_solid_in_ml,info,salad_mixed_structured_v2_p9x4m2,red_wine_vinegar,,,,10,ml,,
unit_solid_in_ml,info,salad_lentil_classic_v3_r7p2k8,canola_oil,,,,20,ml,,
unit_solid_in_ml,info,salad_lentil_classic_v3_r7p2k8,red_wine_vinegar,,,,15,ml,,
unit_solid_in_ml,info,soup_onion_french_classic_v3_t9k2m4,vegetable_broth,,,,800,ml,,
unit_solid_in_ml,info,dip_tzatziki_ab9683,lemon,,,,15,ml,,
unit_solid_in_ml,info,main_aloo_gobi_b21c85,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,rice_bibimbap_tofu_a265dc,gochujang,,,,30,ml,,
unit_solid_in_ml,info,soup_borscht_fd9212,sunflower_oil,,,,30,ml,,
unit_solid_in_ml,info,curry_daubergine_indien_779e72,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,dal_curry_pois_chiches_epinards_a7ee14,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,bread_katsu_bf3f1e,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,pasta_lasagnes_8adf61,bechamel,,,,400,ml,,
unit_solid_in_ml,info,rice_pad_krapow_63acfb,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,dal_sri_lankan_dhal_curry_fae1be,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,curry_sri_lankan_jackfruit_1cff43,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,curry_sri_lankan_pumpkin_7f1edb,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,rice_vegetable_sushi_9aad8a,rice_vinegar,,,,30,ml,,
unit_solid_in_ml,info,protein_gadogado_c0f543,peanut_butter,,,,60,ml,,
unit_solid_in_ml,info,protein_gadogado_indonesien_200c65,peanut_butter,,,,60,ml,,
unit_solid_in_ml,info,dal_armenian_lentil_soup_0f1067,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,stew_georgian_vegetable_stew_1cb019,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,soup_aigrepiquante_4766fe,rice_vinegar,,,,30,ml,,
unit_solid_in_ml,info,stew_persian_herb_stew_485f3e,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,stew_sundubu_tofu_stew_ebe50e,gochujang,,,,30,ml,,
unit_solid_in_ml,info,stew_sundubu_tofu_stew_ebe50e,vegetarian_dashi,,,,750,ml,,
unit_solid_in_ml,info,main_afghan_bolani_e66cba,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,dal_afghan_sabzi_chalaw_18f6a5,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,soup_tofu_frit_au_bouillon_1bad0a,vegetarian_dashi,,,,750,ml,,
unit_solid_in_ml,info,soup_tofu_frit_au_bouillon_1bad0a,huile_friture,,,,500,ml,,
unit_solid_in_ml,info,dal_ash_reshteh_30aac5,kashk,,,,60,ml,,
unit_solid_in_ml,info,main_aubergines_sichuan_ff9921,rice_vinegar,,,,30,ml,,
unit_solid_in_ml,info,main_beignets_de_legumes_indon_e74ee9,huile_friture,,,,500,ml,,
unit_solid_in_ml,info,pasta_bibim_guksu_9c8f25,gochujang,,,,30,ml,,
unit_solid_in_ml,info,pasta_bibim_guksu_9c8f25,rice_vinegar,,,,30,ml,,
unit_solid_in_ml,info,rice_bigos_497b21,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,rice_rouleaux_de_printemps_frits_e4d172,huile_friture,,,,500,ml,,
unit_solid_in_ml,info,bread_gong_bao_tofu_3f7cc1,rice_vinegar,,,,30,ml,,
unit_solid_in_ml,info,soup_hot_pot_e7fc15,mala_broth,,,,1000,ml,,
unit_solid_in_ml,info,main_japanese_vegetable_tempur_f57314,sparkling_water,,,,200,ml,,
unit_solid_in_ml,info,soup_courge_mijotee_japonaise_3852ae,vegetarian_dashi,,,,700,ml,,
unit_solid_in_ml,info,soup_courge_mijotee_japonaise_3852ae,mirin,,,,30,ml,,
unit_solid_in_ml,info,main_kashke_bademjan_10dd33,kashk,,,,60,ml,,
unit_solid_in_ml,info,main_kashke_bademjan_10dd33,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,rice_kimbap_4cb3da,rice_vinegar,,,,30,ml,,
unit_solid_in_ml,info,main_lobio_5cdec6,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,protein_moqueca_a65174,palm_oil,,,,30,ml,,
unit_solid_in_ml,info,main_moussaka_fcf86b,bechamel,,,,400,ml,,
unit_solid_in_ml,info,main_nepali_tarkari_9199c8,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,main_nepali_tomato_achar_9575d1,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,pasta_nouilles_satay_864b31,peanut_butter,,,,60,ml,,
unit_solid_in_ml,info,rice_onigiri_nature_cd56ab,rice_vinegar,,,,30,ml,,
unit_solid_in_ml,info,pasta_persian_ash_reshteh_8cb79c,kashk,,,,60,ml,,
unit_solid_in_ml,info,rice_poke_bowl_ee65ef,rice_vinegar,,,,30,ml,,
unit_solid_in_ml,info,main_rasam_34dc5a,tamarind,,,,30,ml,,
unit_solid_in_ml,info,main_romanian_zacusc_a929ee,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,dal_sabzi_sabz_592004,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,dal_sambar_581de8,tamarind,,,,30,ml,,
unit_solid_in_ml,info,dal_sambar_indien_fcf6d8,tamarind,,,,30,ml,,
unit_solid_in_ml,info,rice_serbian_uve_4a83e2,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,egg_sundubu_jjigae_bc21e0,gochujang,,,,30,ml,,
unit_solid_in_ml,info,egg_sundubu_jjigae_bc21e0,vegetarian_dashi,,,,750,ml,,
unit_solid_in_ml,info,rice_salade_de_concombre_japonaise_d66133,rice_vinegar,,,,30,ml,,
unit_solid_in_ml,info,rice_tamarind_rice_2e5463,tamarind,,,,30,ml,,
unit_solid_in_ml,info,sauce_tofu_croustillant_sauce_a_b8be56,rice_vinegar,,,,30,ml,,
unit_solid_in_ml,info,bread_tostadas_06442e,creme_fraiche,,,,100,ml,,
unit_solid_in_ml,info,rice_tteokbokki_0861f2,gochujang,,,,30,ml,,
unit_solid_in_ml,info,main_varenyky_pomme_de_terre_0bb7cf,sunflower_oil,,,,45,ml,,
unit_solid_in_ml,info,soup_vichyssoise_d28d4b,heavy_cream,,,,150,ml,,
unit_solid_in_ml,info,soup_veloute_de_potimarron_776ea1,heavy_cream,,,,100,ml,,
unit_solid_in_ml,info,soup_veloute_d_asperges_7da98f,heavy_cream,,,,120,ml,,
unit_solid_in_ml,info,soup_potage_saint_germain_e23f6b,heavy_cream,,,,80,ml,,
unit_solid_in_ml,info,soup_bisque_de_champignons_63fa25,heavy_cream,,,,150,ml,,
unit_solid_in_ml,info,soup_veloute_de_celeri_rave_b33921,heavy_cream,,,,100,ml,,
unit_solid_in_ml,info,soup_soupe_de_chataignes_6b8e6f,heavy_cream,,,,80,ml,,
unit_solid_in_ml,info,soup_soupe_de_topinambours_175dc4,heavy_cream,,,,100,ml,,
unit_solid_in_ml,info,main_flamiche_aux_poireaux_fa3d0b,heavy_cream,,,,200,ml,,
unit_solid_in_ml,info,main_tarte_a_la_tomate_a1d175,dijon_mustard,,,,9.1,ml,,
unit_solid_in_ml,info,main_tarte_oignon_alsacienne_c49dd2,creme_fraiche,,,,200,ml,,
unit_solid_in_ml,info,main_tarte_roquefort_et_noix_b24bec,creme_fraiche,,,,150,ml,,
unit_solid_in_ml,info,main_gratin_de_potiron_839446,creme_fraiche,,,,100,ml,,
unit_solid_in_ml,info,main_tourte_aux_champignons_85adfb,heavy_cream,,,,100,ml,,
unit_solid_in_ml,info,main_gratin_de_navets_e164d6,creme_fraiche,,,,200,ml,,
unit_solid_in_ml,info,main_aligot_c03237,heavy_cream,,,,100,ml,,
unit_solid_in_ml,info,main_daube_de_legumes_4a045f,red_wine,,,,300,ml,,
unit_solid_in_ml,info,main_girolles_a_la_creme_7d432d,heavy_cream,,,,150,ml,,
unit_solid_in_ml,info,main_girolles_a_la_creme_7d432d,white_wine,,,,80,ml,,
unit_solid_in_ml,info,main_choucroute_vegetarienne_25c7a3,white_wine,,,,200,ml,,
unit_solid_in_ml,info,main_legumes_braises_7030b7,white_wine,,,,100,ml,,
unit_solid_in_ml,info,entry_celeri_remoulade_d5d1b9,dijon_mustard,,,,9.1,ml,,
unit_solid_in_ml,info,entry_œufs_en_meurette_b8fce3,red_wine,,,,500,ml,,
unit_solid_in_ml,info,entry_feuilletes_champignons_260af3,heavy_cream,,,,60,ml,,
unit_solid_in_ml,info,dessert_clafoutis_cerises_0731cf,heavy_cream,,,,100,ml,,
qty_sugar_excessive,warning,dessert_caneles_bordelais_ea24bb,sugar,,,,250,g,,
unit_solid_in_ml,info,dessert_caneles_bordelais_ea24bb,rum,,,,50,ml,,
unit_solid_in_ml,info,dessert_tarte_pommes_normande_f10299,heavy_cream,,,,200,ml,,
unit_solid_in_ml,info,dessert_charlotte_aux_fraises_e3f32c,heavy_cream,,,,200,ml,,
unit_solid_in_ml,info,dessert_profiteroles_0d0e42,heavy_cream,,,,300,ml,,
unit_solid_in_ml,info,rice_bibimbap_tofu_vegan_96d998,gochujang,,,,30.0,ml,,
unit_solid_in_ml,info,rice_bibimbap_tofu_vegan_96d998,sesame_seeds,,,,15.0,ml,,
unit_solid_in_ml,info,falafel_bowl_de_falafel_vegan_f4fd40,lemon,,,,30,ml,,
unit_solid_in_ml,info,protein_pad_thai_vegan_33c0f3,lime,,,,50,ml,,
unit_solid_in_ml,info,protein_paneer_tikka_vegan_8bf0a0,lemon,,,,30,ml,,
unit_solid_in_ml,info,salad_gadogado_indonesien_vegan_e4cd75,lime,,,,50,ml,,
unit_solid_in_ml,info,salad_grecque_classique_vegan_a9f9a4,lemon,,,,30,ml,,
unit_solid_in_ml,info,salad_grecque_simplifiee_vegan_ec9ed5,lemon,,,,30,ml,,
unit_solid_in_ml,info,soup_sundubu_tofu_stew_vegan_90e5c8,gochujang,,,,30.0,ml,,
unit_solid_in_ml,info,soup_sundubu_tofu_stew_vegan_90e5c8,vegetarian_dashi,,,,750,ml,,
unit_solid_in_ml,info,soup_turkish_mercimek_soup_veg_f30ebc,lemon,,,,30,ml,,
unit_solid_in_ml,info,snack_kimbap_vegan_c40dc4,rice_vinegar,,,,29.7,ml,,
unit_solid_in_ml,info,snack_galettes_aux_oignons_vert_3b5d19,sesame_seeds,,,,30.0,ml,,
unit_solid_in_ml,info,soup_sundubu_jjigae_vegan_97ab2e,gochujang,,,,30.0,ml,,
unit_solid_in_ml,info,soup_sundubu_jjigae_vegan_97ab2e,vegetarian_dashi,,,,750,ml,,
unit_solid_in_ml,info,snack_tostadas_vegan_f7257b,lime,,,,50,ml,,
unit_solid_in_ml,info,snack_tostadas_vegan_f7257b,creme_fraiche,,,,100,ml,,
unit_solid_in_ml,info,salad_shopska_vegan_001f9e,lemon,,,,30,ml,,
unit_solid_in_ml,info,pasta_lasagnes_vegan_412e90,bechamel,,,,400,ml,,
unit_solid_in_ml,info,rice_risotto_al_limone_vegan_a234ae,lemon,,,,30,ml,,
unit_solid_in_ml,info,rice_risotto_citron_asperges_v_e20e67,lemon,,,,30,ml,,
unit_solid_in_ml,info,dessert_mousse_au_chocolat_vegan_b5d48f,aquafaba,,,,150,ml,,
unit_solid_in_ml,info,dessert_far_breton_aux_pruneaux_069b81,rum,,,,30,ml,,
unit_solid_in_ml,info,dessert_lait_coco_vegan_3b8a99,oat_milk,,,,300,ml,,
unit_solid_in_ml,info,dessert_brownie_vegan_d4c6bd,almond_milk,,,,60,ml,,
unit_solid_in_ml,info,dessert_gateau_carottes_vegan_9d8a84,oat_milk,,,,80,ml,,
qty_sugar_excessive,warning,dessert_cannele_bordelais_c55eca,sugar,,,,250,g,,
unit_solid_in_ml,info,dessert_cannele_bordelais_c55eca,rum,,,,50,ml,,
unit_solid_in_ml,info,dessert_tiramisu_classique_ea8ddb,espresso,,,,250,ml,,
unit_solid_in_ml,info,dessert_tiramisu_classique_ea8ddb,marsala,,,,50,ml,,
unit_solid_in_ml,info,dessert_kheer_au_riz_ee0837,rose_water,,,,30,ml,,
unit_solid_in_ml,info,dessert_baklava_aux_pistaches_06e5ed,orange_blossom_water,,,,30,ml,,
unit_solid_in_ml,info,dessert_sorbet_mangue_passion_583687,lime_juice,,,,30,ml,,
unit_solid_in_ml,info,brkf_pancakes_banane_vegan_c9231e,oat_milk,,,,240,ml,,
unit_solid_in_ml,info,brkf_pancakes_banane_vegan_c9231e,apple_cider_vinegar,,,,15,ml,,
unit_solid_in_ml,info,brkf_porridge_pomme_cannelle_9af096,oat_milk,,,,300,ml,,
unit_liquid_in_g,warning,brkf_porridge_pomme_cannelle_9af096,maple_syrup,,,,40,g,,
unit_solid_in_ml,info,brkf_smoothie_bowl_acai_7cf6e0,almond_milk,,,,80,ml,,
unit_solid_in_ml,info,brkf_overnight_oats_vegan_a1e7b5,oat_milk,,,,200,ml,,
unit_liquid_in_g,warning,brkf_overnight_oats_vegan_a1e7b5,maple_syrup,,,,20,g,,
unit_solid_in_ml,info,brkf_toast_avocat_graines_dfc001,lime_juice,,,,15,ml,,
unit_solid_in_ml,info,brkf_galette_sarrasin_champign_f6a798,oat_milk,,,,100,ml,,
unit_solid_in_ml,info,brkf_muesli_bircher_fae6ec,apple_juice,,,,150,ml,,
unit_solid_in_ml,info,brkf_muesli_bircher_fae6ec,oat_milk,,,,100,ml,,
unit_liquid_in_g,warning,brkf_granola_bowl_yaourt_fruit_980183,maple_syrup,,,,20,g,,
unit_solid_in_ml,info,brkf_pain_aux_bananes_vegan_b85f00,oat_milk,,,,60,ml,,
unit_solid_in_ml,info,brkf_smoothie_vert_epinards_ba_eb4142,oat_milk,,,,250,ml,,
qty_abnormally_high,warning,brkf_bagel_fromage_frais_conco_e69b68,cucumber,,,,1750,g,,
qty_abnormally_high,warning,entry_bruschetta_tomate_basilic_715b9b,baguette,,,,2000,g,,
unit_solid_in_ml,info,entry_pate_de_champignons_vegan_b2af97,cognac,,,,30,ml,,
unit_solid_in_ml,info,entry_pate_de_champignons_vegan_b2af97,soy_cream,,,,50,ml,,
unit_solid_in_ml,info,entry_verrines_avocat_mangue_c5f8c6,lime_juice,,,,45,ml,,
unit_solid_in_ml,info,entry_gaspacho_de_melon_a_la_me_ee9907,lime_juice,,,,30,ml,,
unit_solid_in_ml,info,entry_gaspacho_de_melon_a_la_me_ee9907,sherry_vinegar,,,,15,ml,,
qty_abnormally_high,error,entry_crostini_champignons_truf_1d780c,baguette,,,,3000,g,,
unit_solid_in_ml,info,entry_crostini_champignons_truf_1d780c,soy_cream,,,,50,ml,,
unit_solid_in_ml,info,entry_blinis_sarrasin_vegan_09648c,oat_milk,,,,250,ml,,
unit_solid_in_ml,info,entry_blinis_sarrasin_vegan_09648c,apple_cider_vinegar,,,,15,ml,,
unit_solid_in_ml,info,entry_de_chevre_chaud_a407cd,apple_cider_vinegar,,,,15,ml,,
unit_solid_in_ml,info,entry_veloute_potimarron_en_ver_e5a2ca,vegetable_broth,,,,500,ml,,
unit_solid_in_ml,info,entry_veloute_potimarron_en_ver_e5a2ca,coconut_cream,,,,100,ml,,
unit_solid_in_ml,info,entry_fromage_de_cajou_aux_herb_4f0f9b,oat_milk,,,,60,ml,,
unit_solid_in_ml,info,entry_fleurs_de_courgette_farci_c7f460,sparkling_water,,,,150,ml,,
unit_solid_in_ml,info,entry_fleurs_de_courgette_farci_c7f460,frying_oil,,,,500,ml,,
unit_solid_in_ml,info,entry_mousse_avocat_wasabi_773105,lime_juice,,,,30,ml,,
unit_solid_in_ml,info,entry_mousse_avocat_wasabi_773105,coconut_cream,,,,50,ml,,
unit_solid_in_ml,info,entry_lentilles_beluga_au_xeres_de4a76,vegetable_broth,,,,500,ml,,
unit_solid_in_ml,info,entry_lentilles_beluga_au_xeres_de4a76,sherry_vinegar,,,,15,ml,,
unit_solid_in_ml,info,side_puree_de_celerirave_vegan_a55054,oat_cream,,,,100,ml,,
unit_solid_in_ml,info,side_puree_de_celerirave_vegan_a55054,oat_milk,,,,50,ml,,
unit_solid_in_ml,info,side_fenouil_braise_a_l_orange_a75916,orange_juice,,,,150,ml,,
unit_solid_in_ml,info,side_fenouil_braise_a_l_orange_a75916,white_wine,,,,100,ml,,
unit_solid_in_ml,info,side_champignons_sautes_ail_pe_b477e2,white_wine,,,,50,ml,,
unit_solid_in_ml,info,side_petits_pois_a_la_francais_1aa736,vegetable_broth,,,,100,ml,,
unit_solid_in_ml,info,side_orge_perle_aux_champignon_2824cb,vegetable_broth,,,,600,ml,,
unit_solid_in_ml,info,side_pommes_dauphine_73a2c7,frying_oil,,,,500,ml,,
unit_solid_in_ml,info,side_flageolets_a_la_bretonne_a2af15,vegetable_broth,,,,150,ml,,
unit_solid_in_ml,info,side_epinards_a_la_creme_vegan_10afc3,oat_cream,,,,150,ml,,
unit_liquid_in_g,warning,side_patates_douces_roties_au_746605,maple_syrup,,,,20,g,,
unit_liquid_in_g,warning,side_potimarron_roti_aux_epice_b9c552,maple_syrup,,,,20,g,,
unit_solid_in_ml,info,side_brocoli_roti_sauce_gribic_694128,white_wine_vinegar,,,,30,ml,,
unit_solid_in_ml,info,side_dauphinois_vegan_c584cb,oat_cream,,,,300,ml,,
unit_solid_in_ml,info,side_dauphinois_vegan_c584cb,oat_milk,,,,200,ml,,
calories_too_high,warning,salad_fattoush_classic_x82m5c,,,,,,,,
calories_too_low,warning,dal_basic_k3d2p1,,,,,,,,
sodium_very_high,warning,pasta_plain_k2d1p1,,,,,,,,
calories_too_low,warning,salad_lentil_classic_v3_r7p2k8,,,,,,,,
calories_too_high,error,soup_onion_french_classic_v3_t9k2m4,,,,,,,,
calories_too_low,warning,sauce_vinaigrette_174a79,,,,,,,,
calories_too_low,warning,main_kimchi_1dc648,,,,,,,,
calories_too_low,warning,soup_courge_mijotee_japonaise_3852ae,,,,,,,,
calories_too_low,warning,entry_champignons_a_la_grecque_efe65f,,,,,,,,
calories_too_low,warning,dessert_mochi_matcha_7bf558,,,,,,,,
calories_too_high,warning,entry_bruschetta_tomate_basilic_715b9b,,,,,,,,
calories_too_high,error,entry_crostini_champignons_truf_1d780c,,,,,,,,
duplicate_title,warning,,,,,,,,soupe aigre-piquante,2
duplicate_title,warning,,,,,,,,haricots frits mexicains,2
